1.721596124699106554e+02,1.654297419323041254e+02,1.977587223796560352e+02
1.729062149026449049e+02,1.650366308876182870e+02,1.973586844145775387e+02
1.736666658602968880e+02,1.646628882359956947e+02,1.969464828347266234e+02
1.744303833671095276e+02,1.642886152820436223e+02,1.965331820764922384e+02
1.751959894113379903e+02,1.639144298021142845e+02,1.961195461293007725e+02
1.759750491475230660e+02,1.635598119440761593e+02,1.956935952772683152e+02
1.767551612797480516e+02,1.632056720620374506e+02,1.952676324360843410e+02
1.775361497202264331e+02,1.628520924826894145e+02,1.948417553836145828e+02
1.783242212945766880e+02,1.625086475597210267e+02,1.944096473418516098e+02
1.791180815489033193e+02,1.621759270379235147e+02,1.939719284718145786e+02
1.799128659424142711e+02,1.618437897246617183e+02,1.935341518578476325e+02
1.807128138803703621e+02,1.615226914234910112e+02,1.930909964065550639e+02
1.815150963796855024e+02,1.612138840550625503e+02,1.926439296895221105e+02
1.823202743715669669e+02,1.609048656975090523e+02,1.921956291703556872e+02
1.831318438438931935e+02,1.606064544172157866e+02,1.917411141916570898e+02
1.839442336752662754e+02,1.603210781328077985e+02,1.912833574692037644e+02
1.839442336752662754e+02,1.598296263357956093e+02,1.919523950447716061e+02
1.831318438438931935e+02,1.601109433324184863e+02,1.924127240708126578e+02
1.823202743715669669e+02,1.604056311407136945e+02,1.928695332382478966e+02
1.815150963796855024e+02,1.607112784673886949e+02,1.933198444304660200e+02
1.807128138803703621e+02,1.610167802378606439e+02,1.937689416892613963e+02
1.799128659424142711e+02,1.613349099581568566e+02,1.942138523657481244e+02
1.791180815489033193e+02,1.616644227272396392e+02,1.946531069616405318e+02
1.783242212945766880e+02,1.619945750261735782e+02,1.950923288941033036e+02
1.775361497202264331e+02,1.623357947064238544e+02,1.955256643768529443e+02
1.767551612797480516e+02,1.626874935223785883e+02,1.959524932079905852e+02
1.759750491475230660e+02,1.630398052117521956e+02,1.963794352222037958e+02
1.751959894113379903e+02,1.633926474724125342e+02,1.968063921177299562e+02
1.744303833671095276e+02,1.637656861862500932e+02,1.972204614273093171e+02
1.736666658602968880e+02,1.641388636235857632e+02,1.976342234076255977e+02
1.729062149026449049e+02,1.645115647376374568e+02,1.980469112775267320e+02
1.721596124699106554e+02,1.649042560204550512e+02,1.984468686555618717e+02
1.721596124699106554e+02,1.643762774942340457e+02,1.991494722243668321e+02
1.729062149026449049e+02,1.639840308607234078e+02,1.987496051415485567e+02
1.736666658602968880e+02,1.636124059542800921e+02,1.983364333598737232e+02
1.744303833671095276e+02,1.632403614978996700e+02,1.979222140551315192e+02
1.751959894113379903e+02,1.628685097628335825e+02,1.975077168376655834e+02
1.759750491475230660e+02,1.625174931834124550e+02,1.970797519766834398e+02
1.767551612797480516e+02,1.621670625221877344e+02,1.966518304225745908e+02
1.775361497202264331e+02,1.618173000660124217e+02,1.962240510152276158e+02
1.783242212945766880e+02,1.614783675855092326e+02,1.957894863715455926e+02
1.791180815489033193e+02,1.611508517418009774e+02,1.953487567212353326e+02
1.799128659424142711e+02,1.608240345698961562e+02,1.949080210587274280e+02
1.807128138803703621e+02,1.605089507249926726e+02,1.944613491197932831e+02
1.815150963796855024e+02,1.602068378196632921e+02,1.940102122902545716e+02
1.823202743715669669e+02,1.599046478126737156e+02,1.935578829717014742e+02
1.831318438438931935e+02,1.596137761272663909e+02,1.930987691859760105e+02
1.839442336752662754e+02,1.593366168511518595e+02,1.926358543692695946e+02
1.839442336752662754e+02,1.588633543509654089e+02,1.933009399354844504e+02
1.831318438438931935e+02,1.591364525609826615e+02,1.937663382024273062e+02
1.823202743715669669e+02,1.594235948509528669e+02,1.942276641232051588e+02
1.815150963796855024e+02,1.597224040989234481e+02,1.946819292459525172e+02
1.807128138803703621e+02,1.600212045133551726e+02,1.951350238485028399e+02
1.799128659424142711e+02,1.603333090479902694e+02,1.955833850384552477e+02
1.791180815489033193e+02,1.606574872979663837e+02,1.960255396580537592e+02
1.783242212945766880e+02,1.609824234124349118e+02,1.964677152058236800e+02
1.775361497202264331e+02,1.613191156070439263e+02,1.969034570326628000e+02
1.767551612797480516e+02,1.616669788113642028e+02,1.973321448916776717e+02
1.759750491475230660e+02,1.620155657194230798e+02,1.977610040447260928e+02
1.751959894113379903e+02,1.623647940493412136e+02,1.981899351241743545e+02
1.744303833671095276e+02,1.627354767202686219e+02,1.986048377869351498e+02
1.736666658602968880e+02,1.631064063224449683e+02,1.990194921026669874e+02
1.729062149026449049e+02,1.634769732730977978e+02,1.994331257206972623e+02
1.721596124699106554e+02,1.638687742303631296e+02,1.998328994972690111e+02
1.721596124699106554e+02,1.633532129555039489e+02,2.005261030407339149e+02
1.729062149026449049e+02,1.629618694352887189e+02,2.001264227658712116e+02
1.736666658602968880e+02,1.625923825542711256e+02,1.997123198242896933e+02
1.744303833671095276e+02,1.622225926707633903e+02,1.992972244401644559e+02
1.751959894113379903e+02,1.618531066539276821e+02,1.988819117594912598e+02
1.759750491475230660e+02,1.615057046233116012e+02,1.984520021481510810e+02
1.767551612797480516e+02,1.611590022645806641e+02,1.980221945700336903e+02
1.775361497202264331e+02,1.608130818665858612e+02,1.975925889366041019e+02
1.783242212945766880e+02,1.604786801735451718e+02,1.971556574593284950e+02
1.791180815489033193e+02,1.601563806029365367e+02,1.967120204023917722e+02
1.799128659424142711e+02,1.598349009117773392e+02,1.962684327112796154e+02
1.807128138803703621e+02,1.595258419036143778e+02,1.958183649970773388e+02
1.815150963796855024e+02,1.592304265523622462e+02,1.953632921859378371e+02
1.823202743715669669e+02,1.589350736342584867e+02,1.949070722921989613e+02
1.831318438438931935e+02,1.586517430006892653e+02,1.944435120604572944e+02
1.839442336752662754e+02,1.583827943135243856e+02,1.939756049523244315e+02
1.839442336752662754e+02,1.579279960414427251e+02,1.946368057910803770e+02
1.831318438438931935e+02,1.581928839764078134e+02,1.951071093982903051e+02
1.823202743715669669e+02,1.584724811492122001e+02,1.955728015125611137e+02
1.815150963796855024e+02,1.587644451959462231e+02,1.960308840266449693e+02
1.807128138803703621e+02,1.590565426328006993e+02,1.964878433703929943e+02
1.799128659424142711e+02,1.593626128406624218e+02,1.969395357831670310e+02
1.791180815489033193e+02,1.596814402398938739e+02,1.973844847150929809e+02
1.783242212945766880e+02,1.600011494465109081e+02,1.978295116621067962e+02
1.775361497202264331e+02,1.603332964553046054e+02,1.982675711088521950e+02
1.767551612797480516e+02,1.606772995333608378e+02,1.986980427962327838e+02
1.759750491475230660e+02,1.610221428704636537e+02,1.991287471803991025e+02
1.751959894113379903e+02,1.613677441648048898e+02,1.995595838195544047e+02
1.744303833671095276e+02,1.617360386771708818e+02,1.999752745840041257e+02
1.736666658602968880e+02,1.621046941055336106e+02,2.003907791782264667e+02
1.729062149026449049e+02,1.624731062302152225e+02,2.008053197689149840e+02
1.721596124699106554e+02,1.628639774809567484e+02,2.012048942081788141e+02
1.721596124699106554e+02,1.623822437367857106e+02,2.018886223837038187e+02
1.729062149026449049e+02,1.619918674474067188e+02,2.014891642711360475e+02
1.736666658602968880e+02,1.616245523092231622e+02,2.010741980997265443e+02
1.744303833671095276e+02,1.612570554252024522e+02,2.006582973704476842e+02
1.751959894113379903e+02,1.608899783547291520e+02,2.002422425918030626e+02
1.759750491475230660e+02,1.605462032312611314e+02,1.998104946175616305e+02
1.767551612797480516e+02,1.602032461691031244e+02,1.993789101262755707e+02
1.775361497202264331e+02,1.598611894902479662e+02,1.989475900943631927e+02
1.783242212945766880e+02,1.595313268816867662e+02,1.985084217336392953e+02
1.791180815489033193e+02,1.592142383200915106e+02,1.980620252829918684e+02
1.799128659424142711e+02,1.588980953101582259e+02,1.976157365441949310e+02
1.807128138803703621e+02,1.585950465042199369e+02,1.971624422061675261e+02
1.815150963796855024e+02,1.583062999161594462e+02,1.967036203714785643e+02
1.823202743715669669e+02,1.580177595445879319e+02,1.962437004157594345e+02
1.831318438438931935e+02,1.577419311186094433e+02,1.957759030160404450e+02
1.839442336752662754e+02,1.574811393667910693e+02,1.953032307566369354e+02
1.839442336752662754e+02,1.570424279051627536e+02,1.959749353945408927e+02
1.831318438438931935e+02,1.572990880263436679e+02,1.964499484203853967e+02
1.823202743715669669e+02,1.575711123297557492e+02,1.969198244812099858e+02
1.815150963796855024e+02,1.578561940639340264e+02,1.973815566831474939e+02
1.807128138803703621e+02,1.581415567116440570e+02,1.978422169386082317e+02
1.799128659424142711e+02,1.584415512889703734e+02,1.982970904102881775e+02
1.791180815489033193e+02,1.587549775223154427e+02,1.987446975133227056e+02
1.783242212945766880e+02,1.590694148713749030e+02,1.991924430603637290e+02
1.775361497202264331e+02,1.593969630151852073e+02,1.996327012679053041e+02
1.767551612797480516e+02,1.597370438072138086e+02,2.000648519320522496e+02
1.759750491475230660e+02,1.600780869388515555e+02,2.004972998163457873e+02
1.751959894113379903e+02,1.604200100609879769e+02,2.009299434056314055e+02
1.744303833671095276e+02,1.607858432359417975e+02,2.013463481305998641e+02
1.736666658602968880e+02,1.611521569790394040e+02,2.017626319093091922e+02
1.729062149026449049e+02,1.615183524026053021e+02,2.021780115705367962e+02
1.721596124699106554e+02,1.619082104252593410e+02,2.025773428710549240e+02
1.721596124699106554e+02,1.614360188005321390e+02,2.032662979501094753e+02
1.729062149026449049e+02,1.610466883181814239e+02,2.028670944687646056e+02
1.736666658602968880e+02,1.606816220339641177e+02,2.024513035253744704e+02
1.744303833671095276e+02,1.603165026687460966e+02,2.020346398259704301e+02
1.751959894113379903e+02,1.599519264487971100e+02,2.016178892100539883e+02
1.759750491475230660e+02,1.596118685172879168e+02,2.011843552951497713e+02
1.767551612797480516e+02,1.592727543168589364e+02,2.007510502495759681e+02
1.775361497202264331e+02,1.589346662336549230e+02,2.003180761334291162e+02
1.783242212945766880e+02,1.586094503356320899e+02,1.998767363724249435e+02
1.791180815489033193e+02,1.582976828913658949e+02,1.994276511332476503e+02
1.799128659424142711e+02,1.579869939434174455e+02,1.989787360479256222e+02
1.807128138803703621e+02,1.576900749689591521e+02,1.985222949461688700e+02
1.815150963796855024e+02,1.574081183766878951e+02,1.980598088593744990e+02
1.823202743715669669e+02,1.571265192401331774e+02,1.975962780339976632e+02
1.831318438438931935e+02,1.568583238541829132e+02,1.971243381080356585e+02
1.839442336752662754e+02,1.566058207437365297e+02,1.966470001911910401e+02
1.839442336752662754e+02,1.561891889907305142e+02,1.973007894025157043e+02
1.831318438438931935e+02,1.564376388037184142e+02,1.977803548170917054e+02
1.823202743715669669e+02,1.567020985715348900e+02,1.982542707768192543e+02
1.815150963796855024e+02,1.569802977072485817e+02,1.987195222249318647e+02
1.807128138803703621e+02,1.572589301516811418e+02,1.991837562874069931e+02
1.799128659424142711e+02,1.575528451186270047e+02,1.996416966455873023e+02
1.791180815489033193e+02,1.578608579634522471e+02,2.000918609226223737e+02
1.783242212945766880e+02,1.581700162535726975e+02,2.005422269892972622e+02
1.775361497202264331e+02,1.584929503225241945e+02,2.009845989640616608e+02
